date,BlueIsland_2m,BlueIsland_5m,BlueIsland_10m,Ingomar_2m,Ingomar_5m,Ingomar_10m,Ingomar_15m,McNuttsIsland_2m,McNuttsIsland_5m,McNuttsIsland_10m,McNuttsIsland_15m,McNuttsIsland_20m,TaylorsRock_2m,TaylorsRock_5m,TaylorsRock_10m,TaylorsRock_15m,TaylorsRock_20m
2018-05-15,8.634,7.762,6.811,7.664,6.993,6.22,5.637,6.504,6.295,5.991,5.737,4.492,7.141,6.778,6.217,5.922,5.871
2018-05-16,9.009,7.564,6.215,7.347,6.636,5.912,5.39,7.222,6.786,6.184,5.737,4.42,6.98,6.595,6.05,5.732,5.449
2018-05-17,8.074,7.188,6.466,7.621,7.072,6.544,6.034,7.828,7.398,6.245,5.606,4.322,7.346,6.994,6.574,6.328,6.092
2018-05-18,8.441,7.328,6.099,7.993,7.554,7.025,6.501,8.065,7.444,6.599,5.952,4.644,7.312,7.033,6.523,6.207,5.757
2018-05-19,7.649,6.877,6.142,8.18,7.809,7.421,6.901,7.883,7.127,5.962,5.392,4.141,7.667,7.398,7.056,6.856,6.507
2018-05-20,8.082,7.681,7.039,8.556,8.183,7.406,6.688,7.302,6.725,5.845,5.598,4.373,7.666,7.542,7.239,6.886,6.61
2018-05-21,8.571,7.653,6.779,8.404,7.307,5.634,4.955,7.261,6.624,5.652,5.296,4.049,7.382,6.728,5.544,5.016,4.883
2018-05-22,8.922,7.265,6.167,8.38,6.934,6.065,5.49,7.03,6.164,5.559,5.219,3.938,7.433,6.636,5.777,5.373,5.112
2018-05-23,8.388,6.944,6.015,8.658,7.572,6.378,5.783,6.911,6.367,5.631,5.004,3.683,7.333,6.969,6.488,6.214,5.823
2018-05-24,7.53,6.311,5.458,8.401,6.87,5.815,5.231,8.254,7.088,5.596,5.145,3.832,7.237,6.931,6.377,5.818,5.372
2018-05-25,7.888,7.625,6.444,8.031,7.503,6.366,5.562,5.847,5.248,4.559,4.428,3.199,7.186,6.94,6.273,5.828,5.617
2018-05-26,8.204,7.179,5.538,7.757,6.313,4.867,4.168,5.843,5.058,4.303,4.222,2.976,7.038,6.139,5.131,4.785,4.79
2018-05-27,8.405,5.914,5.034,6.872,5.74,5.262,4.678,8.07,7.532,6.381,5.005,3.692,6.444,6.124,5.525,5.253,5.096
2018-05-28,7.331,6.831,5.692,6.928,6.897,6.78,6.314,8.014,7.569,6.255,5.633,4.318,7.164,7.068,6.874,6.757,6.556
2018-05-29,7.306,6.935,6.174,8.072,7.626,7.276,6.758,7.636,7.092,6.363,5.807,4.472,7.713,7.494,7.169,7.035,6.96
2018-05-30,7.702,7.133,6.309,8.834,8.249,7.568,6.957,8.067,7.227,6.23,5.8,4.558,8.028,7.761,7.171,6.739,6.256
2018-05-31,8.242,7.676,6.811,9.071,8.401,7.202,6.55,7.053,6.348,5.764,5.574,4.348,8.312,7.916,7.178,6.623,6.403
2018-06-01,9.185,8.46,6.86,9.364,7.788,6.421,5.779,6.898,6.244,5.772,5.599,4.376,8.328,7.591,6.781,6.302,5.943
2018-06-02,9.931,8.514,6.519,9.079,7.653,6.122,5.572,7.204,6.607,5.9,5.647,4.417,8.272,7.379,6.467,5.808,5.396
2018-06-03,7.56,7.404,6.477,8.446,7.729,7.363,6.84,8.338,8.103,7.562,6.526,5.148,7.841,7.611,7.189,6.767,6.085
2018-06-04,7.868,7.755,6.662,7.939,7.88,7.808,7.359,8.279,7.825,6.981,6.494,5.201,7.889,7.784,7.616,7.484,7.219
2018-06-05,8.532,8.579,8.453,8.178,8.151,8.111,7.674,8.184,8.159,8.004,7.981,6.836,7.806,7.765,7.713,7.714,7.799
2018-06-06,8.579,8.54,8.288,8.769,8.689,8.618,8.169,8.636,8.615,8.493,8.494,7.353,8.687,8.6,8.468,8.34,8.185
2018-06-07,8.867,8.852,8.653,9.198,8.989,8.869,8.415,8.779,8.711,8.589,8.555,7.412,9.072,8.905,8.796,8.719,8.599
2018-06-08,9.644,9.55,9.455,9.868,9.55,9.161,8.658,9.069,8.993,8.784,8.699,7.569,9.381,9.199,8.98,8.847,8.895
2018-06-09,10.545,10.198,9.789,10.885,10.335,9.385,8.686,9.717,9.301,8.851,8.708,7.567,9.705,9.329,9.019,8.858,8.906
2018-06-10,10.808,9.82,9.247,10.87,10.037,8.893,8.285,10.547,9.561,8.606,8.513,7.378,9.785,9.507,8.899,8.511,8.415
2018-06-11,10.512,9.666,8.808,10.613,10.053,9.297,8.608,10.928,10.013,8.805,8.575,7.416,9.751,9.485,8.934,8.625,8.371
2018-06-12,11.055,10.76,9.73,10.533,10.303,9.539,8.831,9.615,9.127,8.451,8.022,6.799,9.671,9.38,8.944,8.596,8.431
2018-06-13,11.339,11.052,9.189,10.016,9.548,7.896,6.996,8.252,7.45,6.457,6.088,4.854,8.966,8.454,7.223,6.355,5.835
2018-06-14,,9.754,6.292,8.468,7.355,5.624,4.956,8.898,8.021,6.616,5.909,4.583,8.244,7.383,6.018,5.435,5.188
2018-06-15,,8.078,6.686,8.519,7.707,6.955,6.363,9.888,9.568,7.776,6.122,4.797,7.623,7.058,6.325,5.891,5.399
2018-06-16,,8.206,7.254,9.146,8.347,7.514,6.952,9.037,7.802,6.485,5.716,4.449,7.954,7.412,6.809,6.364,6.072
2018-06-17,,8.802,7.288,9.209,8.482,7.744,7.187,9.548,8.358,6.87,6.328,5.103,8.274,7.714,7.189,6.814,6.291
2018-06-18,,8.345,7.474,9.674,9.476,9.086,8.524,9.127,8.398,7.404,6.824,5.602,8.772,8.549,8.263,7.895,7.217
2018-06-19,,9.516,8.754,9.795,9.25,7.797,6.748,7.987,7.385,6.506,6.335,5.147,8.823,8.034,6.505,5.735,5.431
2018-06-20,,8.702,7.281,9.817,8.577,7.493,6.877,9.472,8.45,7.402,6.831,5.567,7.387,6.562,5.897,5.366,4.883
2018-06-21,,9.453,7.579,9.542,8.641,7.512,6.813,8.042,7.149,6.362,6.017,4.775,7.776,7.25,6.788,6.439,6.004
2018-06-22,,7.993,6.482,9.279,8.212,6.996,6.297,8.247,7.178,6.479,6.117,4.835,8.043,7.438,6.717,6.308,5.956
2018-06-23,,8.407,6.762,9.916,8.575,7.526,6.955,8.365,7.582,6.553,5.77,4.487,8.819,8.262,7.698,7.189,6.76
2018-06-24,,8.104,6.879,10.014,9.28,7.976,7.34,8.985,7.788,6.702,5.851,4.559,9.603,8.922,7.969,7.332,6.865
2018-06-25,,8.271,6.692,10.769,9.449,7.677,7.005,9.542,7.817,6.306,5.623,4.387,9.188,8.391,7.246,6.457,6.122
2018-06-26,,8.052,6.203,10.051,9.617,8.651,7.887,10.088,8.473,6.433,5.803,4.598,9.378,9.068,8.517,7.732,6.893
2018-06-27,,8.318,7.233,10.322,9.679,8.342,7.509,8.501,7.434,6.429,6.202,5.015,9.804,9.177,8.048,7.151,6.54
2018-06-28,,9.943,8.613,9.843,8.806,7.373,6.683,7.414,6.904,6.34,6.191,4.998,8.86,8.0,6.713,6.039,5.564
2018-06-29,,10.447,9.655,9.411,8.51,7.39,6.706,7.892,7.731,7.305,6.924,5.703,8.041,7.56,6.988,6.625,6.224
2018-06-30,,9.851,7.359,10.005,8.336,7.267,6.669,8.628,8.028,7.497,6.939,5.688,8.212,7.336,6.505,5.969,5.634
2018-07-01,,9.515,7.47,9.926,8.305,7.428,6.843,8.677,8.164,7.505,6.544,5.173,8.037,7.486,6.86,6.415,6.132
2018-07-02,,8.517,7.012,10.079,8.834,7.698,7.117,9.17,8.523,7.509,6.324,5.01,8.518,8.146,7.51,7.125,6.772
2018-07-03,,9.244,7.776,11.198,9.48,8.422,7.817,9.38,8.592,7.263,6.419,5.103,9.26,8.731,8.149,7.713,7.173
2018-07-04,,10.476,8.211,11.362,9.567,8.172,7.417,8.584,7.808,6.94,6.532,5.305,10.183,8.953,7.629,6.778,6.29
2018-07-05,,9.014,7.176,11.168,8.742,7.539,6.903,8.397,7.715,6.911,6.556,5.347,9.335,8.278,6.799,6.154,5.779
2018-07-06,,10.136,7.363,9.997,8.827,7.563,6.865,7.093,6.836,6.373,6.049,4.815,8.986,8.248,7.222,6.283,5.767
2018-07-07,,6.355,6.124,10.312,8.931,6.436,5.758,9.299,7.513,5.663,5.443,4.208,8.85,7.292,5.781,5.239,4.992
2018-07-08,,7.859,6.314,10.055,8.797,7.137,6.424,7.407,6.335,5.464,5.326,4.086,8.214,7.363,6.342,5.742,5.317
2018-07-09,,8.171,6.201,10.252,8.748,7.166,6.446,6.446,6.056,5.417,5.173,3.949,8.605,7.955,7.076,6.56,6.1
2018-07-10,,8.573,6.253,9.652,8.411,6.881,6.176,6.301,5.904,5.393,5.215,3.982,8.746,7.934,6.395,5.754,5.553
2018-07-11,,8.003,6.152,9.18,8.075,6.844,6.228,7.375,6.559,5.744,5.332,4.065,8.416,7.533,6.347,5.676,5.274
2018-07-12,,7.197,6.246,9.215,8.018,7.046,6.469,8.773,7.514,6.2,5.589,4.296,9.396,8.621,7.53,6.896,6.473
2018-07-13,,7.649,6.417,9.647,8.672,7.943,7.364,9.2,7.697,6.097,5.47,4.206,10.682,9.716,8.502,7.618,7.032
2018-07-14,,8.966,6.789,10.299,9.883,9.268,8.644,12.458,9.121,6.884,6.118,4.842,10.877,10.144,9.41,8.31,6.827
2018-07-15,,9.651,8.497,11.148,10.786,10.196,9.572,10.754,9.725,8.72,7.825,6.57,11.326,10.706,9.885,9.005,8.017
2018-07-16,,12.295,11.143,12.008,11.065,10.009,9.242,11.402,10.516,9.58,8.987,7.778,11.593,10.373,8.95,7.771,6.774
2018-07-17,,13.235,10.631,12.092,10.936,9.876,9.251,10.734,10.037,9.321,8.853,7.594,11.039,9.877,8.658,7.628,6.576
2018-07-18,,13.412,10.054,11.984,11.114,9.828,9.133,10.517,10.0,9.072,8.158,6.855,10.564,9.9,8.803,7.919,7.178
2018-07-19,,10.938,8.187,11.864,10.735,9.164,8.495,11.711,10.34,8.844,7.727,6.387,10.573,9.472,8.258,7.486,6.825
2018-07-20,,10.448,8.79,12.444,10.906,9.29,8.565,11.52,10.066,8.282,7.072,5.741,11.47,10.495,9.437,8.567,7.495
2018-07-21,,10.542,8.545,12.866,11.784,9.496,8.662,12.435,10.646,8.672,7.739,6.471,12.279,11.372,9.56,8.438,7.417
2018-07-22,,12.219,9.823,13.233,11.981,10.312,9.525,11.709,10.57,9.106,8.47,7.201,12.401,10.995,9.367,8.444,7.624
2018-07-23,,12.795,11.036,13.984,12.377,10.516,9.856,12.637,11.281,10.239,9.479,8.233,12.303,11.453,10.315,9.264,8.076
2018-07-24,,13.212,11.06,14.496,12.454,10.538,9.896,13.061,11.979,10.858,9.895,8.615,13.202,12.257,11.216,10.351,9.051
2018-07-25,,13.771,10.469,14.466,12.893,11.192,10.556,12.966,12.153,11.205,10.339,8.929,14.181,13.098,11.756,10.97,9.624
2018-07-26,,14.683,11.608,14.755,13.405,11.866,11.21,12.686,12.214,11.355,9.616,8.151,13.661,12.887,11.73,10.469,9.237
2018-07-27,,15.444,9.77,14.597,13.219,10.504,9.635,12.456,11.543,9.547,8.523,7.255,13.193,11.635,9.522,8.353,7.715
2018-07-28,,11.898,8.615,13.302,11.142,9.253,8.551,12.055,10.772,8.75,7.563,6.28,11.761,10.278,8.936,8.154,7.516
2018-07-29,,11.081,8.84,13.375,11.079,9.519,8.899,11.685,9.771,7.928,7.317,6.062,11.957,10.757,9.415,8.612,7.757
2018-07-30,,9.405,8.08,13.072,10.714,8.898,8.229,9.746,8.699,7.673,7.174,5.94,11.597,9.997,8.643,7.546,6.746
2018-07-31,,9.682,7.97,11.977,10.334,8.716,8.012,8.773,8.001,7.358,6.897,5.649,10.565,9.315,7.956,7.138,6.541
2018-08-01,,9.073,7.593,12.288,9.839,8.302,7.626,8.656,8.039,7.282,6.76,5.485,10.115,9.207,7.911,7.191,6.578
2018-08-02,,9.901,7.767,11.531,10.201,8.393,7.572,8.305,7.738,7.117,6.369,5.06,10.541,9.701,8.293,7.382,6.563
2018-08-03,,8.776,7.377,11.748,10.132,7.066,6.326,8.12,7.543,6.654,5.937,4.644,10.111,8.537,6.832,6.2,5.881
2018-08-04,,8.558,7.171,11.099,8.191,7.126,6.502,7.496,7.062,6.619,5.808,4.478,8.947,7.857,7.301,6.296,6.053
2018-08-05,,8.212,6.769,10.563,8.948,7.617,6.97,7.55,7.003,6.378,5.659,4.36,8.598,7.993,7.258,6.642,6.043
2018-08-06,,7.689,6.668,11.241,8.878,7.29,6.636,8.308,7.451,6.289,5.623,4.323,8.499,7.703,7.109,6.711,6.209
2018-08-07,,8.401,6.957,10.831,8.908,7.646,6.96,7.27,6.608,5.908,5.525,4.292,8.902,7.971,7.132,6.741,6.328
2018-08-08,,8.557,6.761,10.27,8.932,7.456,6.775,7.158,6.599,6.004,5.71,4.487,9.055,8.134,7.01,6.591,6.053
2018-08-09,,8.034,6.608,9.844,8.363,7.149,6.472,7.339,6.707,6.14,5.767,4.526,9.151,8.257,7.26,6.782,6.452
2018-08-10,,7.919,6.988,9.713,8.684,7.447,6.786,7.54,6.963,6.163,5.828,4.601,9.107,8.368,7.489,6.886,6.315
2018-08-11,,7.566,6.883,10.145,8.468,7.37,6.785,8.235,7.176,6.33,5.949,4.733,8.679,7.898,7.111,6.668,6.169
2018-08-12,,7.65,7.028,9.695,8.694,7.916,7.351,8.317,7.317,6.458,6.099,4.886,8.663,8.033,7.405,6.975,6.412
2018-08-13,,7.623,7.024,10.096,9.43,8.625,8.05,8.815,7.887,6.939,6.53,5.338,8.946,8.359,7.776,7.301,6.829
2018-08-14,,8.506,7.622,10.681,10.196,9.563,8.942,8.996,8.073,7.244,6.847,5.671,9.672,9.046,8.439,7.996,7.49
2018-08-15,,9.363,8.361,11.244,10.467,9.537,8.883,8.86,8.143,7.422,7.138,5.967,9.742,9.07,8.298,7.752,7.206
2018-08-16,,9.76,8.655,11.57,10.317,9.115,8.461,9.295,8.497,7.682,7.375,6.199,9.538,8.713,7.94,7.581,7.12
2018-08-17,,9.309,8.438,11.484,9.876,8.8,8.244,9.194,8.632,7.968,7.598,6.426,9.36,8.625,8.025,7.526,7.126
2018-08-18,,9.508,8.59,11.242,10.103,9.103,8.478,9.449,8.802,7.927,7.538,6.303,9.614,9.294,8.869,8.543,8.19
2018-08-19,,10.046,8.188,11.383,10.535,8.781,8.04,10.141,9.058,7.878,7.588,6.391,9.462,9.073,8.392,7.839,7.175
2018-08-20,,10.236,8.655,12.046,10.806,9.793,9.037,12.558,10.98,8.763,8.075,6.912,13.136,12.276,11.527,10.817,9.071
2018-08-21,,11.493,10.299,12.868,12.62,12.042,11.392,12.606,11.722,10.981,10.307,9.102,15.571,14.744,13.023,11.434,9.304
2018-08-22,,14.506,13.553,13.175,12.706,11.823,11.199,13.525,13.021,12.442,11.667,10.576,15.307,14.087,12.397,10.838,9.795
2018-08-23,,16.858,16.105,13.816,13.377,12.611,12.031,14.764,14.417,13.813,13.107,11.93,14.013,13.245,12.345,11.588,10.879
2018-08-24,,16.637,11.207,15.004,14.105,13.18,12.623,15.129,14.328,13.217,11.347,9.888,14.421,13.649,12.627,11.982,11.193
2018-08-25,,14.931,11.647,15.475,14.416,13.333,12.707,14.998,13.969,12.186,10.023,8.601,14.916,14.225,12.959,12.039,10.725
2018-08-26,,13.832,11.851,15.342,14.374,13.338,12.714,15.098,14.311,12.481,10.513,9.189,15.434,14.715,13.253,11.984,9.631
2018-08-27,,14.395,12.69,15.33,14.43,13.172,12.388,14.78,14.07,12.579,11.222,10.019,15.459,14.618,13.063,11.653,9.915
2018-08-28,,15.05,12.684,15.696,14.05,12.338,11.556,14.346,13.01,11.963,11.252,10.032,14.722,13.415,11.557,10.48,9.57
2018-08-29,,14.856,11.328,15.806,13.926,11.905,11.202,13.2,12.473,11.702,10.831,9.518,14.296,13.03,11.477,10.083,9.119
2018-08-30,,14.522,10.826,14.947,12.94,11.537,10.787,12.779,12.066,11.135,9.738,8.413,13.688,12.261,10.386,9.399,8.647
2018-08-31,,12.538,9.581,15.118,13.447,11.719,11.059,15.226,13.332,11.204,9.215,7.895,13.712,12.833,11.208,10.056,8.922
2018-09-01,,14.055,10.676,15.235,14.559,13.118,12.282,15.455,13.624,11.111,9.549,8.325,14.594,13.653,12.321,11.344,9.529
2018-09-02,,15.129,12.49,16.014,15.176,13.562,12.633,15.449,13.992,12.138,10.812,9.548,15.197,14.307,12.549,11.241,9.398
2018-09-03,,16.204,14.761,16.25,15.004,13.257,12.435,15.292,14.654,13.891,12.725,11.436,15.87,14.854,12.286,11.59,9.678
2018-09-04,,17.095,13.519,16.277,15.35,13.504,12.788,15.63,14.779,14.084,12.373,10.829,15.584,14.541,12.862,11.105,9.969
2018-09-05,,16.316,12.57,16.975,15.584,13.787,12.95,16.007,14.931,13.736,11.104,9.446,16.074,14.94,13.264,11.984,10.583
2018-09-06,,16.546,12.775,16.957,16.144,13.772,12.998,15.517,14.255,11.987,9.846,8.471,15.917,14.602,13.094,11.276,10.015
2018-09-07,,14.918,10.109,15.803,14.762,12.47,11.567,15.793,13.858,10.835,9.026,7.617,14.891,13.458,10.148,9.969,8.537
2018-09-08,,13.383,10.962,15.597,14.83,13.423,12.671,15.78,13.728,10.661,8.949,7.662,14.886,13.934,12.595,10.88,9.448
2018-09-09,,13.6,10.468,14.901,14.445,13.646,12.922,15.604,14.284,11.979,9.854,8.547,14.827,14.014,13.268,11.235,9.642
2018-09-10,,16.202,13.084,15.111,14.972,14.856,14.42,15.323,14.846,14.213,12.76,11.489,15.295,14.907,14.422,13.595,11.696
2018-09-11,,17.711,16.791,16.371,16.239,16.149,15.709,17.115,16.942,16.78,16.398,15.39,15.62,15.436,15.32,15.1,14.559
2018-09-12,,18.192,18.113,17.097,16.87,16.709,16.276,17.531,17.389,17.22,16.737,15.493,16.527,16.194,15.876,15.486,14.276
2018-09-13,,18.363,16.203,18.028,17.742,17.508,17.044,17.595,17.369,17.073,15.744,14.054,17.552,17.089,16.731,16.123,14.517
2018-09-14,,18.225,16.492,18.287,18.064,17.82,17.316,17.689,17.478,17.096,15.618,14.151,18.059,17.768,17.356,16.864,15.158
2018-09-15,,18.29,16.849,18.568,18.365,18.063,17.572,17.864,17.62,17.053,16.019,14.724,18.402,18.139,17.819,17.238,15.232
2018-09-16,,18.199,15.901,18.428,18.268,17.84,17.31,18.033,17.714,16.765,15.175,13.836,18.29,17.981,16.997,15.796,13.528
2018-09-17,,18.026,15.077,18.474,18.22,17.281,16.573,17.675,17.083,15.743,13.825,12.383,17.778,17.187,15.876,14.527,12.624
2018-09-18,,17.827,12.024,18.051,17.287,15.03,14.222,16.925,15.699,13.982,12.247,10.838,17.088,15.856,13.747,12.272,10.776
2018-09-19,,17.473,12.968,17.099,16.444,14.841,13.876,17.893,17.464,16.139,12.74,11.543,16.504,15.784,14.65,12.463,11.015
2018-09-20,,17.324,16.224,18.367,18.221,17.759,17.153,18.284,18.153,18.016,17.522,16.492,18.07,17.893,17.826,17.206,15.396
2018-09-21,,17.915,17.373,18.474,18.38,18.271,17.822,18.144,18.018,17.952,17.841,16.853,18.51,18.346,18.192,17.867,16.948
2018-09-22,,18.115,17.999,18.069,18.012,17.83,17.382,18.116,18.028,17.976,17.21,15.921,18.069,17.979,17.513,16.923,18.015
2018-09-23,,17.908,16.805,17.536,17.419,17.236,16.753,17.947,17.871,17.584,15.876,14.369,17.56,17.419,17.23,16.148,14.47
2018-09-24,,17.548,16.833,17.323,17.247,17.185,16.772,17.639,17.57,17.512,16.336,15.071,17.743,17.525,17.178,16.668,14.706
2018-09-25,,17.171,17.17,17.381,17.28,17.134,16.699,17.228,17.184,17.196,17.201,16.21,17.823,17.731,17.612,17.37,16.503
2018-09-26,,17.081,17.187,17.016,16.96,16.837,16.409,17.101,17.043,17.046,17.048,16.043,17.512,17.46,17.391,17.327,17.418
2018-09-27,,17.297,17.321,17.297,17.094,15.481,14.626,17.047,16.962,16.371,15.928,14.834,17.13,16.973,14.966,12.35,10.909
2018-09-28,,17.01,15.152,16.531,16.451,16.297,15.697,17.029,16.951,16.936,15.85,14.504,16.652,16.436,16.284,15.799,14.365
2018-09-29,,16.74,15.788,16.877,16.72,16.613,16.18,17.141,16.969,16.365,15.465,14.29,16.947,16.779,16.506,16.055,14.91
2018-09-30,,16.483,15.889,16.869,16.808,16.762,16.347,17.038,16.871,16.295,15.605,14.491,16.885,16.709,16.415,16.136,15.049
2018-10-01,,16.626,16.433,16.895,16.84,16.784,16.356,16.922,16.743,16.267,15.623,14.521,16.813,16.703,16.557,16.271,15.537
2018-10-02,,16.687,16.627,16.862,16.842,16.811,16.401,16.784,16.711,16.422,15.978,14.981,16.797,16.681,16.561,16.359,15.842
2018-10-03,,16.648,16.722,16.887,16.847,16.837,16.435,16.507,16.461,16.494,16.472,15.48,16.916,16.826,16.8,16.745,16.49
2018-10-04,,16.953,16.877,16.906,16.899,16.892,16.485,16.592,16.542,16.557,16.488,15.501,17.05,16.95,16.907,16.815,16.531
2018-10-05,,16.995,16.418,16.85,16.845,16.83,16.423,16.673,16.628,16.584,16.222,15.066,16.902,16.81,16.691,16.409,15.969
2018-10-06,,16.783,16.369,16.713,16.718,16.734,16.341,16.685,16.644,16.694,16.513,15.438,16.931,16.84,16.818,16.786,16.664
2018-10-07,,16.6,16.582,16.549,16.597,16.61,16.205,16.601,16.617,16.55,16.123,14.98,16.797,16.742,16.708,16.538,16.271
2018-10-08,,16.356,16.211,16.326,16.361,16.366,15.98,16.375,16.375,16.433,16.301,15.269,16.566,16.528,16.497,16.441,16.019
2018-10-09,,16.206,16.217,16.171,16.21,16.222,15.811,16.41,16.397,16.291,16.06,14.962,16.395,16.342,16.346,16.164,16.111
2018-10-10,,16.19,15.859,16.15,15.84,15.145,14.55,16.34,16.088,15.268,14.314,13.124,16.21,16.06,15.369,14.496,13.086
2018-10-11,,16.082,15.376,15.833,15.773,15.543,15.047,16.163,16.133,16.12,15.962,15.017,15.974,15.785,15.776,15.661,14.799
2018-10-12,,15.715,15.507,15.948,15.907,15.913,15.502,15.981,15.894,15.837,15.777,14.761,15.964,15.912,15.899,15.883,15.817
2018-10-13,,15.474,15.512,15.517,15.633,15.707,15.328,15.742,15.784,15.745,15.561,14.522,15.634,15.595,15.599,15.515,15.177
2018-10-14,,15.305,15.617,15.091,15.231,15.48,15.095,15.476,15.66,15.618,15.465,14.452,15.717,15.658,15.67,15.595,15.476
2018-10-15,,15.404,15.655,14.942,15.181,15.358,14.964,15.403,15.442,15.492,15.286,14.263,15.489,15.452,15.455,15.349,14.614
2018-10-16,,15.15,15.323,14.985,14.971,15.007,14.714,15.214,14.761,14.658,14.482,12.865,14.625,14.438,14.537,12.958,12.648
2018-10-17,,12.897,10.477,12.87,11.196,9.56,8.949,13.145,11.937,9.714,8.768,7.488,12.83,11.942,10.326,8.841,7.94
2018-10-18,,11.426,9.48,11.348,10.979,8.946,8.24,11.103,10.101,8.562,8.002,6.618,10.484,10.137,8.669,7.675,7.249
2018-10-19,,8.299,7.359,9.354,9.286,8.725,8.058,9.865,8.742,6.703,6.5,5.336,8.801,8.619,8.183,7.602,6.985
2018-10-20,,9.04,8.842,9.071,8.818,7.98,7.402,8.052,7.69,7.351,7.144,5.971,8.992,8.865,8.436,7.882,7.292
2018-10-21,,9.18,7.917,8.928,8.328,7.198,6.525,9.226,8.518,7.698,7.289,6.019,8.769,8.459,7.434,6.777,6.67
2018-10-22,,8.164,7.186,8.317,8.236,7.522,6.801,8.77,8.245,7.102,6.519,5.29,7.927,7.867,7.545,7.186,7.013
2018-10-23,,8.121,7.645,8.032,7.951,7.612,7.122,8.335,7.712,7.125,6.836,5.675,9.234,8.524,8.032,7.754,7.41
2018-10-24,,8.688,8.261,8.855,8.721,8.467,7.91,8.802,8.617,8.272,7.856,6.661,10.86,10.567,10.166,9.71,8.594
2018-10-25,,9.065,8.376,8.82,8.754,8.37,7.83,8.756,8.606,8.086,7.924,6.69,9.798,9.695,8.98,8.288,7.803
2018-10-26,,8.036,7.824,8.16,8.207,8.107,7.657,8.435,8.332,7.518,7.104,5.924,8.602,8.533,8.269,8.04,7.82
2018-10-27,,7.719,7.837,8.151,8.192,8.106,7.624,8.062,8.014,7.528,7.376,6.28,8.954,8.721,8.574,8.372,8.237
2018-10-28,,7.936,8.014,9.552,9.579,9.546,9.115,8.45,8.472,8.494,8.511,7.362,10.5,10.412,10.298,10.098,9.672
2018-10-29,,8.456,8.341,9.246,9.191,9.094,8.642,8.502,8.568,8.567,8.514,7.367,10.205,10.023,9.645,9.267,9.199
2018-10-30,,9.871,9.483,9.377,9.32,9.245,8.81,8.706,8.847,8.91,8.692,7.535,10.044,9.935,9.7,9.534,9.515
2018-10-31,,10.014,9.806,9.175,9.236,9.26,8.839,9.312,9.314,9.22,9.091,7.973,9.644,9.599,9.475,9.405,9.481
2018-11-01,,9.926,9.988,9.301,9.299,9.287,8.876,9.287,9.388,9.423,9.405,8.285,9.658,9.621,9.557,9.525,9.574
2018-11-02,,9.97,10.122,9.49,9.398,9.346,8.913,9.414,9.434,9.437,9.441,8.341,9.723,9.686,9.631,9.641,9.726
2018-11-03,,10.2,10.24,9.854,9.743,9.527,9.049,9.669,9.669,9.592,9.58,8.494,9.828,9.79,9.73,9.721,9.769
2018-11-04,,10.251,10.135,9.855,9.775,9.454,8.925,9.624,9.626,9.429,9.36,8.16,9.612,9.587,9.259,9.078,8.975
2018-11-05,,9.642,8.483,8.995,8.861,8.473,7.962,9.482,9.481,9.278,8.956,7.819,8.966,8.925,8.659,8.53,8.309
2018-11-06,,9.544,9.417,9.131,9.096,9.084,8.644,9.477,9.467,9.331,9.25,8.101,8.904,8.865,8.816,8.819,8.895
2018-11-07,,9.634,9.496,9.509,9.313,9.124,8.665,9.392,9.291,9.104,9.09,7.922,9.178,9.115,9.001,8.953,9.04
2018-11-08,,9.531,9.335,9.253,8.997,8.598,8.122,9.189,9.016,8.783,8.743,7.606,9.253,9.179,8.959,8.733,8.728
2018-11-09,,9.245,9.205,8.822,8.676,8.57,8.115,9.171,9.085,8.907,8.822,7.705,9.453,9.212,9.032,8.899,8.824
2018-11-10,,9.182,9.254,8.932,8.913,8.875,8.438,9.232,9.214,9.095,9.091,7.962,9.593,9.592,9.514,9.507,9.541
2018-11-11,,9.077,9.029,8.624,8.701,8.727,8.302,8.891,8.868,8.572,8.584,7.376,9.094,9.13,8.975,8.765,8.75
2018-11-12,,8.072,7.651,7.607,7.69,7.508,7.011,8.05,7.801,7.391,7.379,6.215,8.071,8.12,7.964,7.706,7.736
2018-11-13,,7.649,7.722,7.3,7.45,7.412,6.964,7.709,7.717,7.461,7.42,6.309,7.961,7.992,7.898,7.851,7.722
2018-11-14,,7.607,7.699,7.228,7.283,7.24,6.822,7.473,7.537,7.418,7.463,6.28,7.814,7.844,7.773,7.767,7.89
2018-11-15,,7.1,7.285,6.011,6.369,6.759,6.43,6.673,6.874,6.955,7.079,5.945,6.868,6.974,7.003,7.118,7.305
2018-11-16,,6.712,7.006,6.131,6.32,6.399,5.988,6.261,6.481,6.635,6.805,5.65,6.591,6.66,6.623,6.719,7.0
2018-11-17,,6.534,6.715,5.625,5.947,6.341,5.992,6.46,6.608,6.709,6.825,5.706,6.536,6.574,6.555,6.654,6.903
2018-11-18,,6.65,6.781,5.979,6.46,6.56,6.156,6.664,6.694,6.742,6.854,5.716,6.492,6.562,6.558,6.697,6.981
2018-11-19,,6.663,6.756,6.314,6.59,6.673,6.25,6.944,6.938,6.74,6.801,5.674,6.385,6.411,6.403,6.528,6.753
2018-11-20,,6.754,6.847,6.778,6.967,7.027,6.584,6.731,6.811,6.828,6.843,5.703,6.555,6.534,6.485,6.542,6.69
