segment,waterbody,station,depth (m),deployment_start_date (UTC),deployment_end_date (UTC)
Guysborough_Chedabucto Bay_Tickle Island 1_40.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,40.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_5.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,5.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_2.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,2.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_15.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,15.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_50.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,50.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_20.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,20.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_10.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,10.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_75.0_2020-10-21T00:00:00Z_2021-08-25T00:00:00Z,Chedabucto Bay,Tickle Island 1,75.0,2020-10-21T00:00:00Z,2021-08-25T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_25.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Rook Island 1,25.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_2.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Rook Island 1,2.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_5.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Rook Island 1,5.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_20.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Rook Island 1,20.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_15.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Rook Island 1,15.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_10.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Rook Island 1,10.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_2.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Dorts Cove 1,2.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_10.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Dorts Cove 1,10.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_15.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Dorts Cove 1,15.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_5.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Dorts Cove 1,5.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_20.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Dorts Cove 1,20.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_26.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Dorts Cove 1,26.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_27.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Moose Point 1,27.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_20.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Moose Point 1,20.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_5.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Moose Point 1,5.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_10.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Moose Point 1,10.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_15.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Moose Point 1,15.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_2.0_2020-10-21T00:00:00Z_2021-08-24T00:00:00Z,Chedabucto Bay,Moose Point 1,2.0,2020-10-21T00:00:00Z,2021-08-24T00:00:00Z
Guysborough_Marie Joseph Harbour_Barren Island_15.0_2021-08-09T00:00:00Z_2022-08-17T00:00:00Z,Marie Joseph Harbour,Barren Island,15.0,2021-08-09T00:00:00Z,2022-08-17T00:00:00Z
Guysborough_Marie Joseph Harbour_Barren Island_5.0_2021-08-09T00:00:00Z_2022-08-17T00:00:00Z,Marie Joseph Harbour,Barren Island,5.0,2021-08-09T00:00:00Z,2022-08-17T00:00:00Z
Guysborough_Marie Joseph Harbour_Barren Island_10.0_2021-08-09T00:00:00Z_2022-08-17T00:00:00Z,Marie Joseph Harbour,Barren Island,10.0,2021-08-09T00:00:00Z,2022-08-17T00:00:00Z
Guysborough_Marie Joseph Harbour_Barren Island_2.0_2021-08-09T00:00:00Z_2022-08-17T00:00:00Z,Marie Joseph Harbour,Barren Island,2.0,2021-08-09T00:00:00Z,2022-08-17T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_25.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Rook Island 1,25.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_20.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Rook Island 1,20.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_10.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Rook Island 1,10.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_2.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Rook Island 1,2.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_15.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Rook Island 1,15.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_5.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Rook Island 1,5.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_20.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Dorts Cove 1,20.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_2.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Dorts Cove 1,2.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_15.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Dorts Cove 1,15.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_10.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Dorts Cove 1,10.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_26.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Dorts Cove 1,26.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_20.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Moose Point 1,20.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_5.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Moose Point 1,5.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_10.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Moose Point 1,10.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_2.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Moose Point 1,2.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_15.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Moose Point 1,15.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_27.0_2021-08-24T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Moose Point 1,27.0,2021-08-24T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_60.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,60.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_5.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,5.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_50.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,50.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_2.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,2.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_40.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,40.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_10.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,10.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_15.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,15.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_20.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,20.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_30.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,30.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_75.0_2021-08-25T00:00:00Z_2022-07-27T00:00:00Z,Chedabucto Bay,Tickle Island 1,75.0,2021-08-25T00:00:00Z,2022-07-27T00:00:00Z
Guysborough_Whitehead Harbour_Northeast Branch_10.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Northeast Branch,10.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Northeast Branch_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Northeast Branch,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_White Island_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,White Island,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Northeast Branch_5.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Northeast Branch,5.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Burnt Island_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Burnt Island,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Northwest Branch_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Northwest Branch,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_10.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,10.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_30.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,30.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_40.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,40.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_20.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,20.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Yankee Cove_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Yankee Cove,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_5.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,5.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_2.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,2.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Fishermans Island_44.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Fishermans Island,44.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_The Channel_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,The Channel,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_Harbour Island_1.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,Harbour Island,1.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Whitehead Harbour_The Basin_2.0_2021-09-08T00:00:00Z_2022-09-12T00:00:00Z,Whitehead Harbour,The Basin,2.0,2021-09-08T00:00:00Z,2022-09-12T00:00:00Z
Guysborough_Wine Harbour_Wine Harbour_1.0_2021-09-09T00:00:00Z_2022-11-04T00:00:00Z,Wine Harbour,Wine Harbour,1.0,2021-09-09T00:00:00Z,2022-11-04T00:00:00Z
Guysborough_Wine Harbour_Wine Harbour_7.0_2021-09-09T00:00:00Z_2022-11-04T00:00:00Z,Wine Harbour,Wine Harbour,7.0,2021-09-09T00:00:00Z,2022-11-04T00:00:00Z
Guysborough_Fishermans Harbour_Meal Rock_20.0_2021-09-14T00:00:00Z_2022-05-15T00:00:00Z,Fishermans Harbour,Meal Rock,20.0,2021-09-14T00:00:00Z,2022-05-15T00:00:00Z
Guysborough_Fishermans Harbour_Meal Rock_5.0_2021-09-14T00:00:00Z_2022-05-15T00:00:00Z,Fishermans Harbour,Meal Rock,5.0,2021-09-14T00:00:00Z,2022-05-15T00:00:00Z
Guysborough_Fishermans Harbour_Meal Rock_15.0_2021-09-14T00:00:00Z_2022-05-15T00:00:00Z,Fishermans Harbour,Meal Rock,15.0,2021-09-14T00:00:00Z,2022-05-15T00:00:00Z
Guysborough_Fishermans Harbour_Meal Rock_2.0_2021-09-14T00:00:00Z_2022-05-15T00:00:00Z,Fishermans Harbour,Meal Rock,2.0,2021-09-14T00:00:00Z,2022-05-15T00:00:00Z
Guysborough_Tor Bay_Center Bay_5.0_2021-09-14T00:00:00Z_2022-07-29T00:00:00Z,Tor Bay,Center Bay,5.0,2021-09-14T00:00:00Z,2022-07-29T00:00:00Z
Guysborough_Tor Bay_Center Bay_15.0_2021-09-14T00:00:00Z_2022-07-29T00:00:00Z,Tor Bay,Center Bay,15.0,2021-09-14T00:00:00Z,2022-07-29T00:00:00Z
Guysborough_Tor Bay_Center Bay_2.0_2021-09-14T00:00:00Z_2022-07-29T00:00:00Z,Tor Bay,Center Bay,2.0,2021-09-14T00:00:00Z,2022-07-29T00:00:00Z
Guysborough_Tor Bay_Center Bay_10.0_2021-09-14T00:00:00Z_2022-07-29T00:00:00Z,Tor Bay,Center Bay,10.0,2021-09-14T00:00:00Z,2022-07-29T00:00:00Z
Guysborough_Tor Bay_Center Bay_20.0_2021-09-14T00:00:00Z_2022-07-29T00:00:00Z,Tor Bay,Center Bay,20.0,2021-09-14T00:00:00Z,2022-07-29T00:00:00Z
Guysborough_Dover Bay_Seal Cove 1_24.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Seal Cove 1,24.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Seal Cove 1_5.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Seal Cove 1,5.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Seal Cove 1_10.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Seal Cove 1,10.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Seal Cove 1_2.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Seal Cove 1,2.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Seal Cove 1_15.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Seal Cove 1,15.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Madeline Point 1_2.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Madeline Point 1,2.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Madeline Point 1_10.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Madeline Point 1,10.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Madeline Point 1_15.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Madeline Point 1,15.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Madeline Point 1_5.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Madeline Point 1,5.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_Dover Bay_Madeline Point 1_22.0_2021-09-15T00:00:00Z_2022-07-28T00:00:00Z,Dover Bay,Madeline Point 1,22.0,2021-09-15T00:00:00Z,2022-07-28T00:00:00Z
Guysborough_New Harbour_Black Rocks_6.0_2022-07-15T00:00:00Z_2023-10-18T00:00:00Z,New Harbour,Black Rocks,6.0,2022-07-15T00:00:00Z,2023-10-18T00:00:00Z
Guysborough_New Harbour_The Bull_10.0_2022-07-15T00:00:00Z_2023-10-18T00:00:00Z,New Harbour,The Bull,10.0,2022-07-15T00:00:00Z,2023-10-18T00:00:00Z
Guysborough_New Harbour_The Bull_15.0_2022-07-15T00:00:00Z_2023-10-18T00:00:00Z,New Harbour,The Bull,15.0,2022-07-15T00:00:00Z,2023-10-18T00:00:00Z
Guysborough_New Harbour_The Bull_5.0_2022-07-15T00:00:00Z_2023-10-18T00:00:00Z,New Harbour,The Bull,5.0,2022-07-15T00:00:00Z,2023-10-18T00:00:00Z
Guysborough_New Harbour_The Bull_28.0_2022-07-15T00:00:00Z_2023-10-18T00:00:00Z,New Harbour,The Bull,28.0,2022-07-15T00:00:00Z,2023-10-18T00:00:00Z
Guysborough_Fishermans Harbour_Bull Rock_7.0_2022-07-15T00:00:00Z_2023-10-18T00:00:00Z,Fishermans Harbour,Bull Rock,7.0,2022-07-15T00:00:00Z,2023-10-18T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_20.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Moose Point 1,20.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_5.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Moose Point 1,5.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_15.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Moose Point 1,15.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_2.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Moose Point 1,2.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_10.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Moose Point 1,10.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Moose Point 1_27.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Moose Point 1,27.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_26.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Dorts Cove 1,26.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_20.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Dorts Cove 1,20.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_15.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Dorts Cove 1,15.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_5.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Dorts Cove 1,5.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_20.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Rook Island 1,20.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_2.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Dorts Cove 1,2.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Dorts Cove 1_10.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Dorts Cove 1,10.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_10.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Rook Island 1,10.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_5.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Rook Island 1,5.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_15.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Rook Island 1,15.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_2.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Rook Island 1,2.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Rook Island 1_25.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Rook Island 1,25.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_60.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,60.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_2.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,2.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_5.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,5.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_30.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,30.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_15.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,15.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_50.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,50.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_40.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,40.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
Guysborough_Chedabucto Bay_Tickle Island 1_10.0_2022-07-27T00:00:00Z_2023-07-05T00:00:00Z,Chedabucto Bay,Tickle Island 1,10.0,2022-07-27T00:00:00Z,2023-07-05T00:00:00Z
